project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk,snapshot_year_month
PAIM-1186,Project PAIM-1186 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,Coal India Limited,West Bengal,789.34,867.12,149.71,15.3,2023-09-01,2027-10-10,2030-06-01,2025-02-22,46,25.34,1,2025_02
PAIM-1186,Project PAIM-1186 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,Coal India Limited,West Bengal,789.34,911.57,260.52,25.9,2023-09-01,2027-10-10,2030-06-01,2025-10-20,46,25.34,1,2025_10
PAIM-1186,Project PAIM-1186 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,Coal India Limited,West Bengal,789.34,956.01,335.83,38.3,2023-09-01,2027-10-10,2030-06-01,2026-06-17,46,25.34,1,2026_06
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,3906.89,44.7,2012-03-01,2013-12-21,2013-12-21,2012-12-26,0,3.8,0,2012_12
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,6545.63,79.3,2012-03-01,2013-12-21,2013-12-21,2013-08-23,0,3.8,0,2013_08
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7683.15,100.0,2012-03-01,2013-12-21,2013-12-21,2014-04-20,0,3.8,0,2014_04
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7400.14,100.0,2012-03-01,2013-12-21,2013-12-21,2014-12-16,0,3.8,0,2014_12
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7042.04,100.0,2012-03-01,2013-12-21,2013-12-21,2015-08-13,0,3.8,0,2015_08
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7638.68,100.0,2012-03-01,2013-12-21,2013-12-21,2016-04-09,0,3.8,0,2016_04
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7778.3,100.0,2012-03-01,2013-12-21,2013-12-21,2016-12-05,0,3.8,0,2016_12
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7986.33,100.0,2012-03-01,2013-12-21,2013-12-21,2017-08-02,0,3.8,0,2017_08
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7986.33,100.0,2012-03-01,2013-12-21,2013-12-21,2018-03-30,0,3.8,0,2018_03
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,6956.35,100.0,2012-03-01,2013-12-21,2013-12-21,2018-11-25,0,3.8,0,2018_11
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7735.38,100.0,2012-03-01,2013-12-21,2013-12-21,2019-07-23,0,3.8,0,2019_07
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7223.9,100.0,2012-03-01,2013-12-21,2013-12-21,2020-03-19,0,3.8,0,2020_03
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,404.27,22.2,2013-02-01,2017-01-11,2017-01-11,2013-11-28,0,4.7,0,2013_11
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,871.69,39.3,2013-02-01,2017-01-11,2017-01-11,2014-07-26,0,4.7,0,2014_07
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1249.18,55.6,2013-02-01,2017-01-11,2017-01-11,2015-03-23,0,4.7,0,2015_03
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1596.55,71.4,2013-02-01,2017-01-11,2017-01-11,2015-11-18,0,4.7,0,2015_11
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1795.45,86.8,2013-02-01,2017-01-11,2017-01-11,2016-07-15,0,4.7,0,2016_07
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1987.74,100.0,2013-02-01,2017-01-11,2017-01-11,2017-03-12,0,4.7,0,2017_03
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1930.02,100.0,2013-02-01,2017-01-11,2017-01-11,2017-11-07,0,4.7,0,2017_11
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1987.74,100.0,2013-02-01,2017-01-11,2017-01-11,2018-07-05,0,4.7,0,2018_07
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1987.74,100.0,2013-02-01,2017-01-11,2017-01-11,2019-03-02,0,4.7,0,2019_03
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1987.74,100.0,2013-02-01,2017-01-11,2017-01-11,2019-10-28,0,4.7,0,2019_10
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1945.08,100.0,2013-02-01,2017-01-11,2017-01-11,2020-06-24,0,4.7,0,2020_06
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1987.74,100.0,2013-02-01,2017-01-11,2017-01-11,2021-02-19,0,4.7,0,2021_02
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,217.29,20.28,9.9,2014-12-01,2018-01-14,2018-01-14,2015-09-27,41,30.79,1,2015_09
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,243.31,55.45,22.3,2014-12-01,2018-01-14,2020-05-24,2016-05-24,41,30.79,1,2016_05
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,258.18,92.72,37.9,2014-12-01,2018-01-14,2020-05-24,2017-01-19,41,30.79,1,2017_01
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,273.05,131.07,55.7,2014-12-01,2018-01-14,2020-05-24,2017-09-16,41,30.79,1,2017_09
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,172.62,65.2,2014-12-01,2018-01-14,2020-05-24,2018-05-14,41,30.79,1,2018_05
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,145.27,60.0,2014-12-01,2018-01-14,2020-05-24,2019-01-09,41,30.79,1,2019_01
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,194.99,60.0,2014-12-01,2018-01-14,2020-05-24,2019-09-06,41,30.79,1,2019_09
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,194.35,60.0,2014-12-01,2018-01-14,2020-05-24,2020-05-03,41,30.79,1,2020_05
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,165.16,60.0,2014-12-01,2018-01-14,2020-05-24,2020-12-29,41,30.79,1,2020_12
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,182.2,60.0,2014-12-01,2018-01-14,2020-05-24,2021-08-26,41,30.79,1,2021_08
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,162.63,60.0,2014-12-01,2018-01-14,2020-05-24,2022-04-23,41,30.79,1,2022_04
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,179.27,60.0,2014-12-01,2018-01-14,2020-05-24,2022-12-19,41,30.79,1,2022_12
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,3491.77,470.31,15.2,2016-07-01,2019-02-16,2019-02-16,2017-04-27,29,27.27,1,2017_04
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,3862.01,1512.05,34.6,2016-07-01,2019-02-16,2020-10-16,2017-12-23,29,27.27,1,2017_12
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4073.57,2133.01,57.9,2016-07-01,2019-02-16,2020-10-16,2018-08-20,29,27.27,1,2018_08
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4285.14,3554.36,80.0,2016-07-01,2019-02-16,2020-10-16,2019-04-17,29,27.27,1,2019_04
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,3043.35,74.7,2016-07-01,2019-02-16,2020-10-16,2019-12-13,29,27.27,1,2019_12
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2901.45,69.3,2016-07-01,2019-02-16,2020-10-16,2020-08-09,29,27.27,1,2020_08
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2883.68,64.0,2016-07-01,2019-02-16,2020-10-16,2021-04-06,29,27.27,1,2021_04
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2600.05,60.0,2016-07-01,2019-02-16,2020-10-16,2021-12-02,29,27.27,1,2021_12
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2394.51,60.0,2016-07-01,2019-02-16,2020-10-16,2022-07-30,29,27.27,1,2022_07
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2403.07,60.0,2016-07-01,2019-02-16,2020-10-16,2023-03-27,29,27.27,1,2023_03
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2600.81,60.0,2016-07-01,2019-02-16,2020-10-16,2023-11-22,29,27.27,1,2023_11
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2872.08,60.0,2016-07-01,2019-02-16,2020-10-16,2024-07-19,29,27.27,1,2024_07
PAIM-1191,Project PAIM-1191 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Haryana,3432.42,3432.42,1837.15,48.7,2023-09-01,2025-04-23,2025-04-23,2024-06-27,0,-0.4,0,2024_06
PAIM-1191,Project PAIM-1191 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Haryana,3432.42,3432.42,3364.41,86.4,2023-09-01,2025-04-23,2025-04-23,2025-02-22,0,-0.4,0,2025_02
PAIM-1191,Project PAIM-1191 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Haryana,3432.42,3432.42,3231.21,100.0,2023-09-01,2025-04-23,2025-04-23,2025-10-20,0,-0.4,0,2025_10
PAIM-1191,Project PAIM-1191 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Haryana,3432.42,3432.42,3189.94,100.0,2023-09-01,2025-04-23,2025-04-23,2026-06-17,0,-0.4,0,2026_06
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,450.02,94.19,19.3,2018-06-01,2020-10-18,2020-10-18,2019-03-28,17,21.57,1,2019_03
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,487.77,203.08,44.1,2018-06-01,2020-10-18,2021-10-09,2019-11-23,17,21.57,1,2019_11
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,509.34,345.11,73.3,2018-06-01,2020-10-18,2021-10-09,2020-07-20,17,21.57,1,2020_07
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,530.9,492.09,87.5,2018-06-01,2020-10-18,2021-10-09,2021-03-17,17,21.57,1,2021_03
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,441.86,84.2,2018-06-01,2020-10-18,2021-10-09,2021-11-12,17,21.57,1,2021_11
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,450.82,80.8,2018-06-01,2020-10-18,2021-10-09,2022-07-10,17,21.57,1,2022_07
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,361.18,77.5,2018-06-01,2020-10-18,2021-10-09,2023-03-07,17,21.57,1,2023_03
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,352.58,74.2,2018-06-01,2020-10-18,2021-10-09,2023-11-02,17,21.57,1,2023_11
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,391.44,70.8,2018-06-01,2020-10-18,2021-10-09,2024-06-29,17,21.57,1,2024_06
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,376.6,67.5,2018-06-01,2020-10-18,2021-10-09,2025-02-24,17,21.57,1,2025_02
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,377.72,64.2,2018-06-01,2020-10-18,2021-10-09,2025-10-22,17,21.57,1,2025_10
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,295.9,60.8,2018-06-01,2020-10-18,2021-10-09,2026-06-19,17,21.57,1,2026_06
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,1175.04,34.9,2011-01-01,2013-05-20,2013-05-20,2011-10-28,0,-1.4,0,2011_10
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,1982.63,61.8,2011-01-01,2013-05-20,2013-05-20,2012-06-24,0,-1.4,0,2012_06
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3367.69,87.5,2011-01-01,2013-05-20,2013-05-20,2013-02-19,0,-1.4,0,2013_02
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3471.53,100.0,2011-01-01,2013-05-20,2013-05-20,2013-10-17,0,-1.4,0,2013_10
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3463.09,100.0,2011-01-01,2013-05-20,2013-05-20,2014-06-14,0,-1.4,0,2014_06
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3521.22,100.0,2011-01-01,2013-05-20,2013-05-20,2015-02-09,0,-1.4,0,2015_02
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3708.11,100.0,2011-01-01,2013-05-20,2013-05-20,2015-10-07,0,-1.4,0,2015_10
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3708.11,100.0,2011-01-01,2013-05-20,2013-05-20,2016-06-03,0,-1.4,0,2016_06
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3708.11,100.0,2011-01-01,2013-05-20,2013-05-20,2017-01-29,0,-1.4,0,2017_01
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3708.11,100.0,2011-01-01,2013-05-20,2013-05-20,2017-09-26,0,-1.4,0,2017_09
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3690.75,100.0,2011-01-01,2013-05-20,2013-05-20,2018-05-24,0,-1.4,0,2018_05
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3708.11,100.0,2011-01-01,2013-05-20,2013-05-20,2019-01-19,0,-1.4,0,2019_01
PAIM-1194,Project PAIM-1194 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Gujarat,6875.36,6875.36,694.65,9.2,2023-04-01,2027-02-09,2027-02-09,2024-01-26,14,8.0,1,2024_01
PAIM-1194,Project PAIM-1194 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Gujarat,6875.36,7089.2,1512.08,20.8,2023-04-01,2027-02-09,2027-11-29,2024-09-22,14,8.0,1,2024_09
PAIM-1194,Project PAIM-1194 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Gujarat,6875.36,7211.39,2387.25,34.8,2023-04-01,2027-02-09,2027-11-29,2025-05-20,14,8.0,1,2025_05
PAIM-1194,Project PAIM-1194 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Gujarat,6875.36,7333.58,4047.94,50.6,2023-04-01,2027-02-09,2027-11-29,2026-01-15,14,8.0,1,2026_01
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,994.56,30.2,2020-04-01,2023-01-16,2023-01-16,2021-01-26,0,4.1,0,2021_01
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,1448.85,53.6,2020-04-01,2023-01-16,2023-01-16,2021-09-23,0,4.1,0,2021_09
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,2327.56,75.8,2020-04-01,2023-01-16,2023-01-16,2022-05-21,0,4.1,0,2022_05
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,2598.69,97.3,2020-04-01,2023-01-16,2023-01-16,2023-01-16,0,4.1,0,2023_01
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,2616.01,100.0,2020-04-01,2023-01-16,2023-01-16,2023-09-13,0,4.1,0,2023_09
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,3029.23,100.0,2020-04-01,2023-01-16,2023-01-16,2024-05-10,0,4.1,0,2024_05
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,3029.23,100.0,2020-04-01,2023-01-16,2023-01-16,2025-01-05,0,4.1,0,2025_01
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,2649.39,100.0,2020-04-01,2023-01-16,2023-01-16,2025-09-02,0,4.1,0,2025_09
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,2606.6,100.0,2020-04-01,2023-01-16,2023-01-16,2026-04-30,0,4.1,0,2026_04
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1454.28,34.56,2.4,2007-04-01,2012-12-30,2012-12-30,2008-01-26,86,18.12,1,2008_01
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1556.74,87.07,5.4,2007-04-01,2012-12-30,2017-12-09,2008-09-22,86,18.12,1,2008_09
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1615.29,152.51,9.7,2007-04-01,2012-12-30,2017-12-09,2009-05-20,86,18.12,1,2009_05
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1673.84,247.25,15.1,2007-04-01,2012-12-30,2017-12-09,2010-01-15,86,18.12,1,2010_01
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,348.88,21.4,2007-04-01,2012-12-30,2017-12-09,2010-09-12,86,18.12,1,2010_09
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,497.24,28.4,2007-04-01,2012-12-30,2017-12-09,2011-05-10,86,18.12,1,2011_05
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,694.82,36.6,2007-04-01,2012-12-30,2017-12-09,2012-01-05,86,18.12,1,2012_01
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,794.49,50.8,2007-04-01,2012-12-30,2017-12-09,2012-09-01,86,18.12,1,2012_09
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,1164.98,60.0,2007-04-01,2012-12-30,2017-12-09,2013-04-29,86,18.12,1,2013_04
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,1089.12,60.0,2007-04-01,2012-12-30,2017-12-09,2013-12-25,86,18.12,1,2013_12
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,1130.61,60.0,2007-04-01,2012-12-30,2017-12-09,2014-08-22,86,18.12,1,2014_08
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,1048.03,60.0,2007-04-01,2012-12-30,2017-12-09,2015-04-19,86,18.12,1,2015_04
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,6983.48,644.72,9.2,2017-01-01,2020-08-13,2020-08-13,2017-10-28,39,21.76,1,2017_10
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,7574.45,1374.57,20.9,2017-01-01,2020-08-13,2022-11-09,2018-06-25,39,21.76,1,2018_06
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,7912.15,2600.4,35.1,2017-01-01,2020-08-13,2022-11-09,2019-02-20,39,21.76,1,2019_02
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8249.85,3715.77,51.3,2017-01-01,2020-08-13,2022-11-09,2019-10-18,39,21.76,1,2019_10
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8503.12,6693.24,69.1,2017-01-01,2020-08-13,2022-11-09,2020-06-14,39,21.76,1,2020_06
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8503.12,5542.87,73.2,2017-01-01,2020-08-13,2022-11-09,2021-02-09,39,21.76,1,2021_02
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8503.12,5216.15,68.5,2017-01-01,2020-08-13,2022-11-09,2021-10-07,39,21.76,1,2021_10
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8503.12,6059.03,63.8,2017-01-01,2020-08-13,2022-11-09,2022-06-04,39,21.76,1,2022_06
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8503.12,5781.33,60.0,2017-01-01,2020-08-13,2022-11-09,2023-01-30,39,21.76,1,2023_01
